onset	duration	sample	value	event_onset	event_type
0	0.001953125	0	Start meditation audio	1	Start meditation audio
4.91015625	0.001953125	1257	Right trigger released	1258	Right trigger released
5.01953125	0.001953125	1285	Left trigger released	1286	Left trigger released
