onset	duration	sample	value	event_onset	event_type
0	0	0	ivan_talks_01	1	ivan_talks_01
17.99804688	n/a	4607.5	boundary	4608.5	boundary
18	0	4608	ivan_talks_02	4609	ivan_talks_02
35.99804688	n/a	9215.5	boundary	9216.5	boundary
36	0	9216	ivan_talks_03	9217	ivan_talks_03
62.99804688	n/a	16127.5	boundary	16128.5	boundary
63	0	16128	ivan_talks_04	16129	ivan_talks_04
86.99804688	n/a	22271.5	boundary	22272.5	boundary
87	0	22272	ivan_talks_05	22273	ivan_talks_05
