onset	duration	sample	value	event_onset	event_type
0	0.001953125	0	Start meditation audio	1	Start meditation audio
3.25390625	0.001953125	833	Right trigger released	834	Right trigger released
3.267578125	0.001953125	836.5	Left trigger released	837.5	Left trigger released
