onset	duration	sample	value	event_onset	event_type
0	0.001953125	0	Start meditation audio	1	Start meditation audio
1.5	0.001953125	384	Right trigger released	385	Right trigger released
1.525390625	0.001953125	390.5	Left trigger released	391.5	Left trigger released
