onset	duration	sample	value	event_onset	event_type
0	0.001953125	0	Start meditation audio	1	Start meditation audio
1.455078125	0.001953125	372.5	Right trigger released	373.5	Right trigger released
1.501953125	0.001953125	384.5	Left trigger released	385.5	Left trigger released
