onset	duration	sample	value	event_onset	event_type
0	0.001953125	0	Start meditation audio	1	Start meditation audio
5.505859375	0.001953125	1409.5	Left trigger released	1410.5	Left trigger released
5.505859375	0.001953125	1409.5	Right trigger released	1410.5	Right trigger released
